finding_description,action_taken,work_centre,materials_required,man_hours
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 6. REPAIR AREA PREPARATION,W302,0,2
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 7. HOIST POINT ASSEMBLY BONDING PRO,W302,0,1
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 8. INCREASING CUT OUT OF CORE,W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 9. SPECIAL INSTRUCTION BASED ON TEC,W302,,1
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 10. CORE CLOSING INSTRUCTION,W302,0,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 11. OUTER SKIN REPAIR PLIES PREPARA,W302,,2
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 12. VACUUM PROCESS,W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 13. LAMINATING RESIN AND 2 GLASS PL,W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 14. 2 GLASS PLIES APPLICATION,W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 15. HOLE MILLING,W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 16. REPAIR BUSH INSTALLATION,W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,(FINAL TAP TEST INSPECTION),W302,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 18. SPECIAL INSTRUCTION BASED ON TE,W301,0,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,STEP 18. SURFACE PROTECTION RESTORATION,W403,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,ENGINEERING NOTE:,W301,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,INSTALL RUDDER AFTER SHOP REPAIR,GAH330A1,0,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,DO THE ADJUSTMENT OF THE RUDDER WITH RUD,GAH330A1,0,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,DO THE ADJUSTMENT OF THE RUDDER SERVO CO,GAH330A1,,0
RUDDER HOIST POINT 2LH FOUND WATER INGRESS,DO THE OPERATIONAL TEST OF THE RUDDER HY,GAH330A1,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,REMOVE RUDDER FOR SHOP REPAIR,GAH330A1,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,DO VISUAL INSPECTION AND MEASURE THE DAM,W302,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,REMOVE RUDDER LEADING EDGE PANEL FOR REP,W301,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,AS INSTRUCTED IN THE A330 SRM TASK 55-41,W302,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 1,W302,0,0.5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 2,W302,0,4
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 3,W302,0,0.5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 4,W302,0,0.5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 5,W302,0,4
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 6,W302,0,1
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 7,W302,0,0.5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 8,W302,,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 9,W302,,5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 10,W302,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 11,W302,0,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 12,W302,,2
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 13,W302,,0
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 14,W302,,3
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 15,W302,0,4
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 16,W302,0,3
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,RE-INSTALL RUDDER LEADING EDGE PANEL WHI,W301,0,1
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,STEP 18,W403,0,0.1
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,INSTALL RUDDER AFTER SHOP REPAIR,GAH330A1,0,5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,DO THE ADJUSTMENT OF THE RUDDER WITH RUD,GAH330A1,0,1
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,DO THE ADJUSTMENT OF THE RUDDER SERVO CO,GAH330A1,0,0.5
RUDDER HOIST POINT 2 RH FOUND WATER INGRESS,DO THE OPERATIONAL TEST OF THE RUDDER HY,GAH330A1,0,0
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,REMOVE RUDDER FOR SHOP REPAIR,GAH330A1,0,0.1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(DAMAGE MEASUREMENT AND THE BOUNDARY BOX,W302,0,1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE:,W302,0,2
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE:,W302,0,1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(ULTRASONIC INSPECTION - 81455543/051),W808,0,0
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(SMALL WITNESS HOLE - 81455543/051),W302,0,1.5
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(CUMULATIVE TOTAL AREA - 81455543/051),W302,0,1.5
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE:,W302,0,1.5
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE:,W302,0,0.5
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(WITNESS HOLE DRILLING - 81455543/051),W302,0,2
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE:,W302,0,0.5
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE:,W302,,4
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(CLOSURE OF WITNESS HOLES),W302,,0.1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(APPLICATION OF GLASS PLIES),W302,,1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,(SURFACE PROTECTION RESTORATION),W403,,1
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,ENGINEERING NOTE,W302,0,0
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,DO THE ADJUSTMENT OF THE RUDDER WITH RUD,GAH330A1,,6
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,DO THE ADJUSTMENT OF THE RUDDER SERVO CO,GAH330A1,,0
RUDDER HOIST POINT 3LH FOUND WATER INGRESS,DO THE OPERATIONAL TEST OF THE RUDDER HY,GAH330A1,,1
PYLON 2 PYRAMID MATING LOWER FACE FOUND SCRATCH AROUND HOLE FITTING,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,0
PYLON 2 PYRAMID MATING LOWER FACE FOUND SCRATCH AROUND HOLE FITTING,READ AND FULLY UNDERSTAD THE SPECIFIED M,GAH330S1,0,0
PYLON 2 PYRAMID MATING LOWER FACE FOUND SCRATCH AROUND HOLE FITTING,PERFORM BLENDOUT TO ELIMINATE DAMAGE.,GAH330S1,0,0
PYLON 2 PYRAMID MATING LOWER FACE FOUND SCRATCH AROUND HOLE FITTING,MEASURE AND DEFINE SURFACE AREA ALLOWABL,GAH330S1,0,0
PYLON 2 PYRAMID MATING LOWER FACE FOUND SCRATCH AROUND HOLE FITTING,PERFORM HFEC INSPECTION TO ENSURE CRACK,W807,0,0.1
PYLON 2 PYRAMID MATING LOWER FACE FOUND SCRATCH AROUND HOLE FITTING,PERFORM DVI AND IMPROVE THE POSITION OF,GAH330A1,0,4
ENG 2 AFT MOUNT FAIL SAFE LINK FOUND CHAFING AT UPPER LUG DUE TO BAD CONTACT WITH INNER SURFACE OF REAR MOUNT ASSY,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,2
ENG 2 AFT MOUNT FAIL SAFE LINK FOUND CHAFING AT UPPER LUG DUE TO BAD CONTACT WITH INNER SURFACE OF REAR MOUNT ASSY,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,0.1
ENG 2 AFT MOUNT FAIL SAFE LINK FOUND CHAFING AT UPPER LUG DUE TO BAD CONTACT WITH INNER SURFACE OF REAR MOUNT ASSY,REPLACE AFT MOUNT FAIL SAFE LINK ENG#2,GAH330A1,0,4
ENG 2 AFT MOUNT ASSY FOUND INNER SURFACE CHAFING DUE TO BAD CONTACT WITH UPPER LUG OF FAIL SAFE LINK,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,2
ENG 2 AFT MOUNT ASSY FOUND INNER SURFACE CHAFING DUE TO BAD CONTACT WITH UPPER LUG OF FAIL SAFE LINK,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,0
ENG 2 AFT MOUNT ASSY FOUND INNER SURFACE CHAFING DUE TO BAD CONTACT WITH UPPER LUG OF FAIL SAFE LINK,EXAMINE AFT MOUNT ENG#2,GAH330A1,0,1
ENG 2 AFT MOUNT ASSY FOUND INNER SURFACE CHAFING DUE TO BAD CONTACT WITH UPPER LUG OF FAIL SAFE LINK,REPLACE AFT MOUNT,GAH330A1,0,1
"RUDDER STA-LOCK WASHER HINGE NO #1,#5,#6,#7 BROKEN",RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,1
"RUDDER STA-LOCK WASHER HINGE NO #1,#5,#6,#7 BROKEN","OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,1
"RUDDER STA-LOCK WASHER HINGE NO #1,#5,#6,#7 BROKEN","REPLACE STA-LOCK WASHER HINGE NO #1,#5,#",GAH330A1,0,1
ENG 2 PYLON RIB 12 SLEEVES UPPER <(>&<)> LOWER INBOARD FOUND PLATING DAMAGED,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,1
ENG 2 PYLON RIB 12 SLEEVES UPPER <(>&<)> LOWER INBOARD FOUND PLATING DAMAGED,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,1
ENG 2 PYLON RIB 12 SLEEVES UPPER <(>&<)> LOWER INBOARD FOUND PLATING DAMAGED,REPLACE UPPER AND LOWER SLEEVES INBOARD,GAH330A1,0,1
HEATED FLOOR POS 113DS PN 4E4644-1 SN A004390 FOUND BURN AT SURFACE AREA WITH A LENGTH OF 134 MM AND WIDTH 65 MM,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,1
HEATED FLOOR POS 113DS PN 4E4644-1 SN A004390 FOUND BURN AT SURFACE AREA WITH A LENGTH OF 134 MM AND WIDTH 65 MM,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,1
HEATED FLOOR POS 113DS PN 4E4644-1 SN A004390 FOUND BURN AT SURFACE AREA WITH A LENGTH OF 134 MM AND WIDTH 65 MM,DO INSPECTION OF HEATED FLOOR PANEL,GAH330C1,0,1
HEATED FLOOR POS 113DS PN 4E4644-1 SN A004390 FOUND BURN AT SURFACE AREA WITH A LENGTH OF 134 MM AND WIDTH 65 MM,DO REMOVAL OF THE HEATED FLOOR PANEL FIN,GAH330ZZ,0,1
HEATED FLOOR POS 113DS PN 4E4644-1 SN A004390 FOUND BURN AT SURFACE AREA WITH A LENGTH OF 134 MM AND WIDTH 65 MM,DO INSTALLATION OF THE HEATED FLOOR PANE,GAH330ZZ,0,1
HEATED FLOOR POS 113DS PN 4E4644-1 SN A004390 FOUND BURN AT SURFACE AREA WITH A LENGTH OF 134 MM AND WIDTH 65 MM,DO SYSTEM TEST OF THE HEATED FLOOR PANEL,GAH330ZZ,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330C1,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,REMOVE OF THE FLOOR PANEL,GAH330C1,0,0
CABIN FLOOR FOUND PERFORATED POST 251AG,DO VISUAL INSPECTION AND MEASURE DAMAGE,W302,0,0
CABIN FLOOR FOUND PERFORATED POST 251AG,#FOR IMPACT DAMAGE (DAMAGE 1),W302,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,#FOR DELAMINATED GLASS TOP LAYER CFRP FL,W302,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,#FOR DELAMINATED GLASS TOP LAYER CFRP FL,W302,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,APPLY LAQUERS (NON SLIP COATING (POLYURE,W403,0,1
CABIN FLOOR FOUND PERFORATED POST 251AG,INSTALL OF THE FLOOR PANEL,GAH330C1,0,1
DURING ENGINE REMOVE RH FWD STAND ADAPTER ENG #2 FOUND POP OUT 3 EA,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330C1,0,2
DURING ENGINE REMOVE RH FWD STAND ADAPTER ENG #2 FOUND POP OUT 3 EA,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GEMREPMR,0,4
DURING ENGINE REMOVE RH FWD STAND ADAPTER ENG #2 FOUND POP OUT 3 EA,REPLACE INSERT RH FWD STAND ADAPTER ENG#,GEMREPMR,,0
ENG 2 PYLON RIB 18 LOWER OUTBOARD <(>&<)> INBOARD SLEEVES FOUND PLATING DAMAGED,RESTORE AREA BACK TO ITS SERVICEABLE CON,GEMREPMR,,0
ENG 2 PYLON RIB 18 LOWER OUTBOARD <(>&<)> INBOARD SLEEVES FOUND PLATING DAMAGED,"OBEY ALL OF THE WARNINGS, CAUTIONS AND N",GAH330A1,,0
ENG 2 PYLON RIB 18 LOWER OUTBOARD <(>&<)> INBOARD SLEEVES FOUND PLATING DAMAGED,REPLACE SLEEVE,GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SLEEVE FOUND PLATING DAMAGED,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SLEEVE FOUND PLATING DAMAGED,"OBEY ALL OF THE WARNINGS, CAUTIONS AND N",GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SLEEVE FOUND PLATING DAMAGED,ENGINEERING NOTE :,GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SLEEVE FOUND PLATING DAMAGED,DO DET/DVI INSPECTION ON THE ENTIRE PINS,GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SLEEVE FOUND PLATING DAMAGED,DO HFEC ON THE SURFACE OF THE PINS TO CO,W807,,0
ENG 2 PYLON RIB 18 UPPER SLEEVE FOUND PLATING DAMAGED,DO GEOMETRICALLY AND DIMENSIONALLY INSPE,GAH330A1,,0
ENG 2 PYLON RIB 18 FWD SHACKLE LH LOWER BUSHING FOUND SEVERE SCRATCHES,REPORT MINIMUM DIAMETER AT 6 LOCATIONS A,GAH330A1,,0
ENG 2 PYLON RIB 18 FWD SHACKLE LH LOWER BUSHING FOUND SEVERE SCRATCHES,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,,0
ENG 2 PYLON RIB 18 FWD SHACKLE LH LOWER BUSHING FOUND SEVERE SCRATCHES,REMOVE THE SHACKLES AT RIB 18A,GAH330A1,,0
ENG 2 PYLON RIB 18 FWD SHACKLE LH LOWER BUSHING FOUND SEVERE SCRATCHES,REPLACE BUSHING,W303,,0
ENG 2 PYLON RIB 18 FWD SHACKLE LH LOWER BUSHING FOUND SEVERE SCRATCHES,INSTALL THE SHACKLES AT RIB 18A,GAH330A1,,0
ENG 2 PYLON RIB 18 LH LOWER SPHERICAL BEARING FOUND INNER DIAMETER GOUGEAND DISINTEGRATED,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,0
ENG 2 PYLON RIB 18 LH LOWER SPHERICAL BEARING FOUND INNER DIAMETER GOUGEAND DISINTEGRATED,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,,0
ENG 2 PYLON RIB 18 LH LOWER SPHERICAL BEARING FOUND INNER DIAMETER GOUGEAND DISINTEGRATED,REPLACE BEARING,GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SPHERICAL BEARING INNER DIAMETER FOUND SURFACE PLATING OXIDATION IN EDGE AREA,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SPHERICAL BEARING INNER DIAMETER FOUND SURFACE PLATING OXIDATION IN EDGE AREA,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,,0
ENG 2 PYLON RIB 18 UPPER SPHERICAL BEARING INNER DIAMETER FOUND SURFACE PLATING OXIDATION IN EDGE AREA,REPLACE SPHERICAL BEARING,GAH330A1,,0
ENG 2 PYLON RIB 18 RH LOWER SPHERICAL BEARING OVERPLAY DUE TO SEPARATINGTEFLON DAMAGED,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,0
ENG 2 PYLON RIB 18 RH LOWER SPHERICAL BEARING OVERPLAY DUE TO SEPARATINGTEFLON DAMAGED,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,0
ENG 2 PYLON RIB 18 RH LOWER SPHERICAL BEARING OVERPLAY DUE TO SEPARATINGTEFLON DAMAGED,REPLACE BEARING,GAH330A1,,1
ENG 2 PYLON RIB 18 AFT SHACKLE LH LOWER BUSHING FOUND PITTING CORROSION,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,0,0
ENG 2 PYLON RIB 18 AFT SHACKLE LH LOWER BUSHING FOUND PITTING CORROSION,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,0
ENG 2 PYLON RIB 18 AFT SHACKLE LH LOWER BUSHING FOUND PITTING CORROSION,REMOVE THE SHACKLES AT RIB 18A,GAH330A1,,0
ENG 2 PYLON RIB 18 AFT SHACKLE LH LOWER BUSHING FOUND PITTING CORROSION,REPLACE BUSHING,W303,0,0
ENG 2 PYLON RIB 18 AFT SHACKLE LH LOWER BUSHING FOUND PITTING CORROSION,INSTALL THE SHACKLES AT RIB 18A,GAH330A1,0,15
RUDDER HOIST POINT TEFLON CVR FOUND SCREW STUCK 2EA,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,0
RUDDER HOIST POINT TEFLON CVR FOUND SCREW STUCK 2EA,READ AND FULLY UNDERSTAD THE SPECIFIED M,GAH330S1,,4
RUDDER HOIST POINT TEFLON CVR FOUND SCREW STUCK 2EA,REMOVE BROKEN HOIST POINT PLUG.,GAH330S1,0,0
RUDDER HOIST POINT TEFLON CVR FOUND SCREW STUCK 2EA,INSTALL HOIST POINT PLUG.,GAH330A1,0,0
RUDDER HOIST POINT TEFLON CVR FOUND SCREW STUCK 2EA,INSTALL HOISTING-POINT COVER PATCHES.,GAH330A1,0,0
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,6
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,0.1
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,DO SPECIAL PRECAUTION BEFORE WORK ON THE,GAH330C1,0,2
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,REMOVE THE ESCAPE FACILITIES OF DOOR 1 R,GAH330C1,0,1
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,INSTALL THE ESCAPE FACILITIES OF DOOR 1,GAH330C2,0,1
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,DO OPERATIONAL CHECK OF FORWARD PASSENGE,GAH330C1,0,6
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,DO OPERATIONAL CHECK OF EMERGENCY POWER,GAH330C1,0,1
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,DO OPERATIONAL TEST OF THE MONITORING TH,GAH330C1,0,0.1
SLIDE RAFT DOOR 1 RH FOUND EXPIRED PN:7A1508-125 SN:BA0355,DO SPECIAL PRECAUTIONS AFTER WORK ON THE,GAH330C1,0,0.1
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330C1,0,2
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,2
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,SPECIAL PRECAUTIONS BEFORE WORK ON THE P,GAH330C1,0,1
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,REMOVAL OF THE UNSERVICABLE LEFT HAND ES,GAH330C1,0,0.1
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,INSTALLATION OF THE SERVICABLE LEFT HAND,GAH330C2,0,2
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,OPERATIONAL CHECK OF THE MID PASSENGER C,GAH330C1,,0
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,ENERGIZE THE CABIN INTERCOMMUNICATION DA,GAH330C1,0,4
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,OPERATIONAL CHECK OF EMERGENCY POWER SUP,GAH330C1,,0
SLIDE RAFT DOOR 2 LH FOUND WILL BE EXPIRED PN:7A1539-125 SN:AV1430,OPERATIONAL CHECK OF THE EMERGENCY LIGHT,GAH330C1,0,0.1
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330C1,0,1
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,1
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,SPECIAL PRECAUTIONS BEFORE WORK ON THE P,GAH330C1,0,0.5
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,REMOVAL OF THE UNSERVICABLE RIGHT HAND E,GAH330C1,0,3
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,INSTALLATION OF THE SERVICABLE RIGHT HAN,GAH330C2,0,0
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,OPERATIONAL CHECK OF THE MID PASSENGER C,GAH330C1,0,0
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,ENERGIZE THE CABIN INTERCOMMUNICATION DA,GAH330C1,,0
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,OPERATIONAL CHECK OF EMERGENCY POWER SUP,GAH330C1,,0
SLIDE RAFT DOOR 2 RH FOUND WILL BE EXPIRED PN:7A1539-126 SN:AX1411,OPERATIONAL CHECK OF THE EMERGENCY LIGHT,GAH330C1,0,0.1
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330C1,0,2
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,1
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,DO SPECIAL PRECAUTION BEFORE WORK ON THE,GAH330C1,0,0.5
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,REMOVE THE ESCAPE FACILITIES OF DOOR 4 L,GAH330C1,,0
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,INSTALL THE ESCAPE FACILITIES OF DOOR 4,GAH330C2,0,2
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,DO OPERATIONAL CHECK OF AFT PASSENGER /,GAH330C1,0,0.5
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,DO OPERATIONAL CHECK OF EMERGENCY POWER,GAH330C1,0,3
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,DO OPERATIONAL TEST OF THE MONITORING TH,GAH330C1,0,1
SLIDE RAFT DOOR 4 LH FOUND WILL BE EXPIRED PN:7A1508-125 SN : AA5404,DO SPECIAL PRECAUTIONS AFTER WORK ON THE,GAH330C1,0,0.5
BUMPER AIRGRILL FOUND NOT INSTALL QTY 30EA,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330C1,0,0.5
BUMPER AIRGRILL FOUND NOT INSTALL QTY 30EA,"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330C1,0,4
BUMPER AIRGRILL FOUND NOT INSTALL QTY 30EA,DO INSTALLATION THE SERVICEABLE DAMPER O,GAH310C1,0,4
FWD CARGO FLOOR CLIP NUT FOUND BAD CONDITION; (P/N: EN6131-3C1=50 EA)(P/N: EN6131-3C2=25 EA),RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH310C1,0,3
FWD CARGO FLOOR CLIP NUT FOUND BAD CONDITION; (P/N: EN6131-3C1=50 EA)(P/N: EN6131-3C2=25 EA),"OBEY ALL OF THE WARNINGS, CAUTIONS, AND",GAH330A1,0,2
FWD CARGO FLOOR CLIP NUT FOUND BAD CONDITION; (P/N: EN6131-3C1=50 EA)(P/N: EN6131-3C2=25 EA),REPLACE CLIP NUT FLOOR FWD CARGO,GAH330A1,0,0.5
FWD CARGO ROLLER TRACK FASTENER FOUND STUCK DURING TRACK REMOVAL 7 EA,RESTORE AREA BACK TO ITS SERVICEABLE CON,GAH330A1,,1
FWD CARGO ROLLER TRACK FASTENER FOUND STUCK DURING TRACK REMOVAL 7 EA,READ AND FULLY UNDERSTAD THE SPECIFIED M,GAH330S1,,1
